"Campaign name",Age,Gender,Day,"Delivery status","Delivery level","Ad set name","Attribution setting","Result Type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (USD)","Clicks (all)","Reporting starts","Reporting ends"
"August 1 Engagement campaign",18-24,female,2024-08-05,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",14,5331,5550,0.29142857,-,-,-,4.08,48,2024-08-05,2024-08-05
"August 1 Engagement campaign",35-44,female,2024-08-05,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,1040,1066,0.21666667,-,-,-,0.65,12,2024-08-05,2024-08-05
"August 1 Engagement campaign",25-34,male,2024-08-05,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,1112,1253,0.23333333,-,-,-,0.7,14,2024-08-05,2024-08-05
"August 1 Engagement campaign",18-24,male,2024-08-05,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,1640,1724,0.575,-,-,-,1.15,12,2024-08-05,2024-08-05
"August 1 Engagement campaign",25-34,female,2024-08-05,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",14,3615,3921,0.18785714,-,-,-,2.63,50,2024-08-05,2024-08-05
"August 1 Engagement campaign",65+,female,2024-08-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,144,178,0.10932238,-,-,-,0.10932238,2,2024-08-04,2024-08-04
"August 1 Engagement campaign",55-64,unknown,2024-08-04,completed,campaign,,"7-day click or 1-day view",,,0,2,,-,-,-,0,0,2024-08-04,2024-08-04
"August 1 Engagement campaign",45-54,male,2024-08-04,completed,campaign,,"7-day click or 1-day view",,,92,95,,-,-,-,0.03975359,1,2024-08-04,2024-08-04
"August 1 Engagement campaign",18-24,unknown,2024-08-04,completed,campaign,,"7-day click or 1-day view",,,206,206,,-,-,-,0.12919918,1,2024-08-04,2024-08-04
"August 1 Engagement campaign",45-54,unknown,2024-08-04,completed,campaign,,"7-day click or 1-day view",,,4,5,,-,-,-,0,0,2024-08-04,2024-08-04
"August 1 Engagement campaign",25-34,unknown,2024-08-04,completed,campaign,,"7-day click or 1-day view",,,66,66,,-,-,-,0.03975359,1,2024-08-04,2024-08-04
"August 1 Engagement campaign",65+,unknown,2024-08-04,completed,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0,0,2024-08-04,2024-08-04
"August 1 Engagement campaign",35-44,unknown,2024-08-04,completed,campaign,,"7-day click or 1-day view",,,8,11,,-,-,-,0.0099384,0,2024-08-04,2024-08-04
"August 1 Engagement campaign",65+,male,2024-08-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,64,66,0.05963039,-,-,-,0.05963039,1,2024-08-04,2024-08-04
"August 1 Engagement campaign",35-44,female,2024-08-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,788,849,0.1371499,-,-,-,0.68574949,9,2024-08-04,2024-08-04
"August 1 Engagement campaign",45-54,female,2024-08-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,256,309,0.08944559,-,-,-,0.26833676,8,2024-08-04,2024-08-04
"August 1 Engagement campaign",25-34,male,2024-08-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,1176,1372,0.19628337,-,-,-,0.78513347,13,2024-08-04,2024-08-04
"August 1 Engagement campaign",25-34,female,2024-08-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",13,3155,3396,0.19494551,-,-,-,2.53429158,44,2024-08-04,2024-08-04
"August 1 Engagement campaign",55-64,male,2024-08-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,8,29,0.04969199,-,-,-,0.04969199,0,2024-08-04,2024-08-04
"August 1 Engagement campaign",18-24,male,2024-08-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,1807,1854,1.08328542,-,-,-,1.08328542,11,2024-08-04,2024-08-04
"August 1 Engagement campaign",35-44,male,2024-08-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,320,342,0.10932238,-,-,-,0.21864476,5,2024-08-04,2024-08-04
"August 1 Engagement campaign",18-24,female,2024-08-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",15,4746,4879,0.23984668,-,-,-,3.59770021,67,2024-08-04,2024-08-04
"August 1 Engagement campaign",55-64,female,2024-08-04,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,56,94,0.06956879,-,-,-,0.06956879,1,2024-08-04,2024-08-04
"August 1 Engagement campaign",45-54,male,2024-08-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,110,110,0.06993028,-,-,-,0.06993028,1,2024-08-03,2024-08-03
"August 1 Engagement campaign",45-54,unknown,2024-08-03,completed,campaign,,"7-day click or 1-day view",,,0,4,,-,-,-,0,0,2024-08-03,2024-08-03
"August 1 Engagement campaign",65+,female,2024-08-03,completed,campaign,,"7-day click or 1-day view",,,213,213,,-,-,-,0.21978088,2,2024-08-03,2024-08-03
"August 1 Engagement campaign",25-34,unknown,2024-08-03,completed,campaign,,"7-day click or 1-day view",,,57,57,,-,-,-,0.03996016,0,2024-08-03,2024-08-03
"August 1 Engagement campaign",65+,unknown,2024-08-03,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2024-08-03,2024-08-03
"August 1 Engagement campaign",35-44,unknown,2024-08-03,completed,campaign,,"7-day click or 1-day view",,,11,11,,-,-,-,0.00999004,0,2024-08-03,2024-08-03
"August 1 Engagement campaign",55-64,male,2024-08-03,completed,campaign,,"7-day click or 1-day view",,,29,29,,-,-,-,0.00999004,1,2024-08-03,2024-08-03
"August 1 Engagement campaign",65+,male,2024-08-03,completed,campaign,,"7-day click or 1-day view",,,32,53,,-,-,-,0.00999004,2,2024-08-03,2024-08-03
"August 1 Engagement campaign",18-24,male,2024-08-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,1463,1561,0.37962151,-,-,-,1.13886454,11,2024-08-03,2024-08-03
"August 1 Engagement campaign",55-64,female,2024-08-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,76,111,0.05494522,-,-,-,0.10989044,3,2024-08-03,2024-08-03
"August 1 Engagement campaign",25-34,female,2024-08-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",12,2814,3131,0.19230827,-,-,-,2.3076992,42,2024-08-03,2024-08-03
"August 1 Engagement campaign",25-34,male,2024-08-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,1011,1121,0.2247759,-,-,-,0.89910359,12,2024-08-03,2024-08-03
"August 1 Engagement campaign",35-44,female,2024-08-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,907,984,0.38461653,-,-,-,0.76923307,8,2024-08-03,2024-08-03
"August 1 Engagement campaign",45-54,female,2024-08-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,338,338,0.23976096,-,-,-,0.23976096,1,2024-08-03,2024-08-03
"August 1 Engagement campaign",18-24,female,2024-08-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",17,4549,4761,0.22095618,-,-,-,3.75625498,50,2024-08-03,2024-08-03
"August 1 Engagement campaign",35-44,male,2024-08-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,280,299,0.09324037,-,-,-,0.27972112,3,2024-08-03,2024-08-03
"August 1 Engagement campaign",18-24,unknown,2024-08-03,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,201,201,0.05661023,-,-,-,0.16983068,4,2024-08-03,2024-08-03
"August 1 Engagement campaign",35-44,male,2024-08-02,completed,campaign,,"7-day click or 1-day view",,,455,455,,-,-,-,0.40960878,4,2024-08-02,2024-08-02
"August 1 Engagement campaign",65+,unknown,2024-08-02,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2024-08-02,2024-08-02
"August 1 Engagement campaign",55-64,unknown,2024-08-02,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2024-08-02,2024-08-02
"August 1 Engagement campaign",55-64,male,2024-08-02,completed,campaign,,"7-day click or 1-day view",,,32,34,,-,-,-,0.01998092,0,2024-08-02,2024-08-02
"August 1 Engagement campaign",65+,male,2024-08-02,completed,campaign,,"7-day click or 1-day view",,,85,85,,-,-,-,0.02997137,0,2024-08-02,2024-08-02
"August 1 Engagement campaign",65+,female,2024-08-02,completed,campaign,,"7-day click or 1-day view",,,244,265,,-,-,-,0.13986641,3,2024-08-02,2024-08-02
"August 1 Engagement campaign",25-34,unknown,2024-08-02,completed,campaign,,"7-day click or 1-day view",,,44,44,,-,-,-,0.00999046,0,2024-08-02,2024-08-02
"August 1 Engagement campaign",35-44,unknown,2024-08-02,completed,campaign,,"7-day click or 1-day view",,,4,16,,-,-,-,0.00999046,1,2024-08-02,2024-08-02
"August 1 Engagement campaign",45-54,unknown,2024-08-02,completed,campaign,,"7-day click or 1-day view",,,4,6,,-,-,-,0.00999046,0,2024-08-02,2024-08-02
"August 1 Engagement campaign",55-64,female,2024-08-02,completed,campaign,,"7-day click or 1-day view",,,136,136,,-,-,-,0.16983779,3,2024-08-02,2024-08-02
"August 1 Engagement campaign",25-34,female,2024-08-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",10,3683,3925,0.26474714,-,-,-,2.64747137,41,2024-08-02,2024-08-02
"August 1 Engagement campaign",25-34,male,2024-08-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,1516,1696,0.41959924,-,-,-,0.83919847,17,2024-08-02,2024-08-02
"August 1 Engagement campaign",35-44,female,2024-08-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,1040,1207,0.22312023,-,-,-,0.66936069,19,2024-08-02,2024-08-02
"August 1 Engagement campaign",18-24,male,2024-08-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,1896,1988,1.15889313,-,-,-,1.15889313,8,2024-08-02,2024-08-02
"August 1 Engagement campaign",18-24,female,2024-08-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",21,5539,5873,0.17602236,-,-,-,3.69646947,63,2024-08-02,2024-08-02
"August 1 Engagement campaign",45-54,female,2024-08-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,424,457,0.40960878,-,-,-,0.40960878,6,2024-08-02,2024-08-02
"August 1 Engagement campaign",45-54,male,2024-08-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,167,167,0.16983779,-,-,-,0.16983779,1,2024-08-02,2024-08-02
"August 1 Engagement campaign",18-24,unknown,2024-08-02,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,104,111,0.07992366,-,-,-,0.07992366,3,2024-08-02,2024-08-02
"August 1 Engagement campaign",55-64,male,2024-08-01,completed,campaign,,"7-day click or 1-day view",,,38,38,,-,-,-,0.01,0,2024-08-01,2024-08-01
"August 1 Engagement campaign",35-44,unknown,2024-08-01,completed,campaign,,"7-day click or 1-day view",,,12,13,,-,-,-,0.02,0,2024-08-01,2024-08-01
"August 1 Engagement campaign",25-34,unknown,2024-08-01,completed,campaign,,"7-day click or 1-day view",,,32,38,,-,-,-,0.01,0,2024-08-01,2024-08-01
"August 1 Engagement campaign",65+,male,2024-08-01,completed,campaign,,"7-day click or 1-day view",,,78,78,,-,-,-,0.03,2,2024-08-01,2024-08-01
"August 1 Engagement campaign",45-54,male,2024-08-01,completed,campaign,,"7-day click or 1-day view",,,125,125,,-,-,-,0.08,1,2024-08-01,2024-08-01
"August 1 Engagement campaign",18-24,unknown,2024-08-01,completed,campaign,,"7-day click or 1-day view",,,108,113,,-,-,-,0.09,0,2024-08-01,2024-08-01
"August 1 Engagement campaign",65+,unknown,2024-08-01,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2024-08-01,2024-08-01
"August 1 Engagement campaign",55-64,unknown,2024-08-01,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2024-08-01,2024-08-01
"August 1 Engagement campaign",45-54,unknown,2024-08-01,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2024-08-01,2024-08-01
"August 1 Engagement campaign",25-34,male,2024-08-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,1812,2029,0.99,-,-,-,0.99,9,2024-08-01,2024-08-01
"August 1 Engagement campaign",35-44,female,2024-08-01,completed,campaign,,"7-day click or 1-day view",,,1012,1105,,-,-,-,0.8,8,2024-08-01,2024-08-01
"August 1 Engagement campaign",45-54,female,2024-08-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,356,362,0.27,-,-,-,0.27,4,2024-08-01,2024-08-01
"August 1 Engagement campaign",55-64,female,2024-08-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,116,122,0.12,-,-,-,0.12,4,2024-08-01,2024-08-01
"August 1 Engagement campaign",35-44,male,2024-08-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,503,503,0.16,-,-,-,0.32,3,2024-08-01,2024-08-01
"August 1 Engagement campaign",25-34,female,2024-08-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",14,4207,4366,0.18785714,-,-,-,2.63,54,2024-08-01,2024-08-01
"August 1 Engagement campaign",18-24,female,2024-08-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",18,5619,5836,0.20222222,-,-,-,3.64,68,2024-08-01,2024-08-01
"August 1 Engagement campaign",18-24,male,2024-08-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",6,2144,2247,0.19,-,-,-,1.14,17,2024-08-01,2024-08-01
"August 1 Engagement campaign",65+,female,2024-08-01,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,244,244,0.18,-,-,-,0.18,5,2024-08-01,2024-08-01
"August 1 Engagement campaign",65+,male,2024-07-31,completed,campaign,,"7-day click or 1-day view",,,76,92,,-,-,-,0.07984689,0,2024-07-31,2024-07-31
"August 1 Engagement campaign",25-34,unknown,2024-07-31,completed,campaign,,"7-day click or 1-day view",,,11,11,,-,-,-,0.02994258,0,2024-07-31,2024-07-31
"August 1 Engagement campaign",55-64,male,2024-07-31,completed,campaign,,"7-day click or 1-day view",,,36,43,,-,-,-,0.03992344,0,2024-07-31,2024-07-31
"August 1 Engagement campaign",35-44,unknown,2024-07-31,completed,campaign,,"7-day click or 1-day view",,,4,6,,-,-,-,0,0,2024-07-31,2024-07-31
"August 1 Engagement campaign",25-34,male,2024-07-31,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,1739,1789,1.1577799,-,-,-,1.1577799,11,2024-07-31,2024-07-31
"August 1 Engagement campaign",35-44,male,2024-07-31,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,376,389,0.13474163,-,-,-,0.26948325,4,2024-07-31,2024-07-31
"August 1 Engagement campaign",65+,female,2024-07-31,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,156,172,0.16967464,-,-,-,0.16967464,6,2024-07-31,2024-07-31
"August 1 Engagement campaign",25-34,female,2024-07-31,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",12,2678,3044,0.22041069,-,-,-,2.64492823,64,2024-07-31,2024-07-31
"August 1 Engagement campaign",45-54,female,2024-07-31,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,248,262,0.23954067,-,-,-,0.23954067,6,2024-07-31,2024-07-31
"August 1 Engagement campaign",18-24,female,2024-07-31,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",13,4457,4702,0.26717998,-,-,-,3.47333971,52,2024-07-31,2024-07-31
"August 1 Engagement campaign",35-44,female,2024-07-31,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,648,742,0.29443541,-,-,-,0.58887081,10,2024-07-31,2024-07-31
"August 1 Engagement campaign",45-54,male,2024-07-31,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,134,134,0.03493301,-,-,-,0.06986603,2,2024-07-31,2024-07-31
"August 1 Engagement campaign",18-24,male,2024-07-31,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",9,1887,2090,0.17632855,-,-,-,1.58695694,24,2024-07-31,2024-07-31
"August 1 Engagement campaign",55-64,female,2024-07-31,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,80,86,0.04990431,-,-,-,0.04990431,1,2024-07-31,2024-07-31
"August 1 Engagement campaign",18-24,unknown,2024-07-31,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,41,41,0.02994258,-,-,-,0.02994258,1,2024-07-31,2024-07-31
"August 1 Engagement campaign",35-44,unknown,2024-07-30,completed,campaign,,"7-day click or 1-day view",,,0,5,,-,-,-,0,0,2024-07-30,2024-07-30
"August 1 Engagement campaign",45-54,unknown,2024-07-30,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2024-07-30,2024-07-30
"August 1 Engagement campaign",65+,male,2024-07-30,completed,campaign,,"7-day click or 1-day view",,,64,74,,-,-,-,0.03983051,1,2024-07-30,2024-07-30
"August 1 Engagement campaign",55-64,male,2024-07-30,completed,campaign,,"7-day click or 1-day view",,,39,39,,-,-,-,0.02987288,0,2024-07-30,2024-07-30
"August 1 Engagement campaign",25-34,unknown,2024-07-30,completed,campaign,,"7-day click or 1-day view",,,8,14,,-,-,-,0,0,2024-07-30,2024-07-30
"August 1 Engagement campaign",18-24,unknown,2024-07-30,completed,campaign,,"7-day click or 1-day view",,,4,16,,-,-,-,0.00995763,0,2024-07-30,2024-07-30
"August 1 Engagement campaign",45-54,female,2024-07-30,completed,campaign,,"7-day click or 1-day view",,,275,275,,-,-,-,0.19915254,4,2024-07-30,2024-07-30
"August 1 Engagement campaign",35-44,male,2024-07-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,299,365,0.15434322,-,-,-,0.30868644,5,2024-07-30,2024-07-30
"August 1 Engagement campaign",55-64,female,2024-07-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,95,95,0.0746822,-,-,-,0.14936441,2,2024-07-30,2024-07-30
"August 1 Engagement campaign",35-44,female,2024-07-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,818,831,0.17591808,-,-,-,0.52775424,9,2024-07-30,2024-07-30
"August 1 Engagement campaign",18-24,male,2024-07-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,1811,2049,0.42817797,-,-,-,1.2845339,22,2024-07-30,2024-07-30
"August 1 Engagement campaign",25-34,male,2024-07-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,1519,1679,0.24645127,-,-,-,0.98580508,14,2024-07-30,2024-07-30
"August 1 Engagement campaign",25-34,female,2024-07-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",12,2991,3249,0.19500353,-,-,-,2.34004237,50,2024-07-30,2024-07-30
"August 1 Engagement campaign",18-24,female,2024-07-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",10,4790,5132,0.32661017,-,-,-,3.26610169,45,2024-07-30,2024-07-30
"August 1 Engagement campaign",65+,female,2024-07-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,203,232,0.18919492,-,-,-,0.18919492,8,2024-07-30,2024-07-30
"August 1 Engagement campaign",45-54,male,2024-07-30,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,116,119,0.06970339,-,-,-,0.06970339,1,2024-07-30,2024-07-30
"August 1 Engagement campaign",18-24,unknown,2024-07-29,completed,campaign,,"7-day click or 1-day view",,,0,13,,-,-,-,0.02114595,0,2024-07-29,2024-07-29
"August 1 Engagement campaign",65+,male,2024-07-29,completed,campaign,,"7-day click or 1-day view",,,106,107,,-,-,-,0.04229189,1,2024-07-29,2024-07-29
"August 1 Engagement campaign",45-54,male,2024-07-29,completed,campaign,,"7-day click or 1-day view",,,131,136,,-,-,-,0.03171892,0,2024-07-29,2024-07-29
"August 1 Engagement campaign",65+,female,2024-07-29,completed,campaign,,"7-day click or 1-day view",,,203,210,,-,-,-,0.16916757,6,2024-07-29,2024-07-29
"August 1 Engagement campaign",25-34,unknown,2024-07-29,completed,campaign,,"7-day click or 1-day view",,,12,12,,-,-,-,0.01057297,0,2024-07-29,2024-07-29
"August 1 Engagement campaign",65+,unknown,2024-07-29,completed,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0,0,2024-07-29,2024-07-29
"August 1 Engagement campaign",55-64,male,2024-07-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,42,44,0.03171892,-,-,-,0.03171892,1,2024-07-29,2024-07-29
"August 1 Engagement campaign",35-44,male,2024-07-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,496,496,0.28547027,-,-,-,0.28547027,4,2024-07-29,2024-07-29
"August 1 Engagement campaign",25-34,male,2024-07-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",7,1804,2006,0.13744865,-,-,-,0.96214054,23,2024-07-29,2024-07-29
"August 1 Engagement campaign",35-44,female,2024-07-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,842,842,0.09938595,-,-,-,0.49692973,9,2024-07-29,2024-07-29
"August 1 Engagement campaign",45-54,female,2024-07-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,249,261,0.05022162,-,-,-,0.20088649,4,2024-07-29,2024-07-29
"August 1 Engagement campaign",25-34,female,2024-07-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",13,3240,3461,0.19031351,-,-,-,2.47407568,54,2024-07-29,2024-07-29
"August 1 Engagement campaign",18-24,male,2024-07-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,2154,2219,0.3726973,-,-,-,1.49078919,25,2024-07-29,2024-07-29
"August 1 Engagement campaign",55-64,female,2024-07-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,93,93,0.04229189,-,-,-,0.04229189,2,2024-07-29,2024-07-29
"August 1 Engagement campaign",18-24,female,2024-07-29,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",19,4739,5083,0.18530526,-,-,-,3.5208,63,2024-07-29,2024-07-29
"August 1 Engagement campaign",55-64,male,2024-07-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,56,60,0.04,-,-,-,0.04,1,2024-07-28,2024-07-28
"August 1 Engagement campaign",55-64,female,2024-07-28,completed,campaign,,"7-day click or 1-day view",,,94,94,,-,-,-,0.08,0,2024-07-28,2024-07-28
"August 1 Engagement campaign",45-54,male,2024-07-28,completed,campaign,,"7-day click or 1-day view",,,213,213,,-,-,-,0.21,0,2024-07-28,2024-07-28
"August 1 Engagement campaign",18-24,unknown,2024-07-28,completed,campaign,,"7-day click or 1-day view",,,16,19,,-,-,-,0.03,0,2024-07-28,2024-07-28
"August 1 Engagement campaign",25-34,unknown,2024-07-28,completed,campaign,,"7-day click or 1-day view",,,8,11,,-,-,-,0,1,2024-07-28,2024-07-28
"August 1 Engagement campaign",65+,unknown,2024-07-28,completed,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0,0,2024-07-28,2024-07-28
"August 1 Engagement campaign",45-54,unknown,2024-07-28,completed,campaign,,"7-day click or 1-day view",,,5,5,,-,-,-,0.01,0,2024-07-28,2024-07-28
"August 1 Engagement campaign",65+,female,2024-07-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,164,207,0.13,-,-,-,0.13,10,2024-07-28,2024-07-28
"August 1 Engagement campaign",35-44,unknown,2024-07-28,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2024-07-28,2024-07-28
"August 1 Engagement campaign",45-54,female,2024-07-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,348,360,0.13,-,-,-,0.26,5,2024-07-28,2024-07-28
"August 1 Engagement campaign",25-34,male,2024-07-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",11,2456,2672,0.10181818,-,-,-,1.12,36,2024-07-28,2024-07-28
"August 1 Engagement campaign",65+,male,2024-07-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,128,140,0.04,-,-,-,0.08,4,2024-07-28,2024-07-28
"August 1 Engagement campaign",18-24,male,2024-07-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",6,2428,2440,0.21666667,-,-,-,1.3,22,2024-07-28,2024-07-28
"August 1 Engagement campaign",35-44,male,2024-07-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,652,795,0.195,-,-,-,0.39,8,2024-07-28,2024-07-28
"August 1 Engagement campaign",35-44,female,2024-07-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",2,776,896,0.325,-,-,-,0.65,11,2024-07-28,2024-07-28
"August 1 Engagement campaign",18-24,female,2024-07-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",19,4453,4749,0.16210526,-,-,-,3.08,53,2024-07-28,2024-07-28
"August 1 Engagement campaign",25-34,female,2024-07-28,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",13,2916,3289,0.16384615,-,-,-,2.13,54,2024-07-28,2024-07-28
"August 1 Engagement campaign",55-64,female,2024-07-27,completed,campaign,,"7-day click or 1-day view",,,96,96,,-,-,-,0.13985432,2,2024-07-27,2024-07-27
"August 1 Engagement campaign",35-44,unknown,2024-07-27,completed,campaign,,"7-day click or 1-day view",,,0,3,,-,-,-,0.00998959,0,2024-07-27,2024-07-27
"August 1 Engagement campaign",55-64,unknown,2024-07-27,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2024-07-27,2024-07-27
"August 1 Engagement campaign",18-24,unknown,2024-07-27,completed,campaign,,"7-day click or 1-day view",,,21,21,,-,-,-,0,0,2024-07-27,2024-07-27
"August 1 Engagement campaign",55-64,male,2024-07-27,completed,campaign,,"7-day click or 1-day view",,,40,40,,-,-,-,0.03995838,0,2024-07-27,2024-07-27
"August 1 Engagement campaign",25-34,unknown,2024-07-27,completed,campaign,,"7-day click or 1-day view",,,9,9,,-,-,-,0.00998959,0,2024-07-27,2024-07-27
"August 1 Engagement campaign",65+,male,2024-07-27,completed,campaign,,"7-day click or 1-day view",,,95,95,,-,-,-,0.03995838,0,2024-07-27,2024-07-27
"August 1 Engagement campaign",65+,unknown,2024-07-27,completed,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0,0,2024-07-27,2024-07-27
"August 1 Engagement campaign",18-24,male,2024-07-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",4,1764,1848,0.29469303,-,-,-,1.17877211,17,2024-07-27,2024-07-27
"August 1 Engagement campaign",45-54,male,2024-07-27,completed,campaign,,"7-day click or 1-day view",,,118,118,,-,-,-,0.07991675,2,2024-07-27,2024-07-27
"August 1 Engagement campaign",45-54,female,2024-07-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,288,288,0.24973985,-,-,-,0.24973985,7,2024-07-27,2024-07-27
"August 1 Engagement campaign",35-44,male,2024-07-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",3,304,371,0.07658689,-,-,-,0.22976067,4,2024-07-27,2024-07-27
"August 1 Engagement campaign",25-34,male,2024-07-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,1396,1487,0.18580645,-,-,-,0.92903226,14,2024-07-27,2024-07-27
"August 1 Engagement campaign",65+,female,2024-07-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",1,188,200,0.10988554,-,-,-,0.10988554,2,2024-07-27,2024-07-27
"August 1 Engagement campaign",25-34,female,2024-07-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",13,2751,2957,0.18365485,-,-,-,2.38751301,56,2024-07-27,2024-07-27
"August 1 Engagement campaign",35-44,female,2024-07-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",5,740,774,0.14185224,-,-,-,0.70926119,17,2024-07-27,2024-07-27
"August 1 Engagement campaign",18-24,female,2024-07-27,completed,campaign,,"7-day click or 1-day view","Messaging conversations started",18,4047,4364,0.19368713,-,-,-,3.48636837,56,2024-07-27,2024-07-27
