"Campaign name",Age,Gender,Day,"Delivery status","Delivery level","Ad set name","Attribution setting","Result Type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (USD)","Clicks (all)","Reporting starts","Reporting ends"
Frame,18-24,unknown,2022-07-14,archived,campaign,,"7-day click or 1-day view","Link clicks",1,64,64,0.02,-,-,-,0.02,2,2022-07-14,2022-07-14
Frame,65+,female,2022-07-14,archived,campaign,,"7-day click or 1-day view","Link clicks",4,712,732,0.0475,-,-,-,0.19,6,2022-07-14,2022-07-14
Frame,18-24,male,2022-07-14,archived,campaign,,"7-day click or 1-day view","Link clicks",14,5048,5465,0.045,-,-,-,0.63,23,2022-07-14,2022-07-14
Frame,25-34,female,2022-07-14,archived,campaign,,"7-day click or 1-day view","Link clicks",15,5112,5402,0.09333333,-,-,-,1.4,47,2022-07-14,2022-07-14
Frame,18-24,female,2022-07-14,archived,campaign,,"7-day click or 1-day view","Link clicks",12,5256,5392,0.07083333,-,-,-,0.85,45,2022-07-14,2022-07-14
Frame,25-34,male,2022-07-14,archived,campaign,,"7-day click or 1-day view","Link clicks",7,6136,6529,0.10714286,-,-,-,0.75,17,2022-07-14,2022-07-14
Frame,65+,unknown,2022-07-14,archived,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2022-07-14,2022-07-14
Frame,13-17,male,2022-07-14,archived,campaign,,"7-day click or 1-day view",,,23,23,,-,-,-,0,2,2022-07-14,2022-07-14
Frame,25-34,unknown,2022-07-14,archived,campaign,,"7-day click or 1-day view",,,55,55,,-,-,-,0.01,0,2022-07-14,2022-07-14
Frame,35-44,unknown,2022-07-14,archived,campaign,,"7-day click or 1-day view",,,24,24,,-,-,-,0,0,2022-07-14,2022-07-14
Frame,65+,male,2022-07-14,archived,campaign,,"7-day click or 1-day view",,,672,672,,-,-,-,0.11,1,2022-07-14,2022-07-14
Frame,55-64,male,2022-07-14,archived,campaign,,"7-day click or 1-day view",,,520,561,,-,-,-,0.09,1,2022-07-14,2022-07-14
Frame,45-54,unknown,2022-07-14,archived,campaign,,"7-day click or 1-day view",,,16,17,,-,-,-,0,0,2022-07-14,2022-07-14
Frame,55-64,female,2022-07-14,archived,campaign,,"7-day click or 1-day view",,,376,490,,-,-,-,0.08,0,2022-07-14,2022-07-14
Mwanga,35-44,unknown,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2022-07-13,2022-07-13
Mwanga,45-54,male,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,166,172,,-,-,-,0.05,0,2022-07-13,2022-07-13
"Miwani 1",25-34,female,2022-07-13,completed,campaign,,"7-day click or 1-day view","Link clicks",2,896,916,0.105,-,-,-,0.21,4,2022-07-13,2022-07-13
"Miwani 1",18-24,female,2022-07-13,completed,campaign,,"7-day click or 1-day view","Link clicks",5,1589,1589,0.07,-,-,-,0.35,18,2022-07-13,2022-07-13
"Miwani 1",25-34,male,2022-07-13,completed,campaign,,"7-day click or 1-day view","Link clicks",14,5416,5591,0.07785714,-,-,-,1.09,47,2022-07-13,2022-07-13
Mwanga,45-54,female,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,77,79,,-,-,-,0.01,1,2022-07-13,2022-07-13
Mwanga,13-17,male,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2022-07-13,2022-07-13
Mwanga,35-44,female,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,148,149,,-,-,-,0.04,1,2022-07-13,2022-07-13
Mwanga,55-64,female,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,44,45,,-,-,-,0.01,0,2022-07-13,2022-07-13
Mwanga,25-34,unknown,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,0,2022-07-13,2022-07-13
"Miwani 1",65+,unknown,2022-07-13,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2022-07-13,2022-07-13
"Miwani 1",35-44,male,2022-07-13,completed,campaign,,"7-day click or 1-day view","Link clicks",6,1772,1799,0.02,-,-,-,0.12,15,2022-07-13,2022-07-13
"Miwani 1",45-54,female,2022-07-13,completed,campaign,,"7-day click or 1-day view",,,188,193,,-,-,-,0.03,0,2022-07-13,2022-07-13
"Miwani 1",55-64,unknown,2022-07-13,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2022-07-13,2022-07-13
"Miwani 1",45-54,unknown,2022-07-13,completed,campaign,,"7-day click or 1-day view",,,8,9,,-,-,-,0,0,2022-07-13,2022-07-13
"Miwani 1",13-17,male,2022-07-13,completed,campaign,,"7-day click or 1-day view",,,15,15,,-,-,-,0,0,2022-07-13,2022-07-13
"Miwani 1",18-24,unknown,2022-07-13,completed,campaign,,"7-day click or 1-day view",,,8,15,,-,-,-,0,0,2022-07-13,2022-07-13
"Miwani 1",25-34,unknown,2022-07-13,completed,campaign,,"7-day click or 1-day view",,,18,18,,-,-,-,0,0,2022-07-13,2022-07-13
"Miwani 1",55-64,female,2022-07-13,completed,campaign,,"7-day click or 1-day view",,,108,109,,-,-,-,0.01,0,2022-07-13,2022-07-13
"Miwani 1",35-44,unknown,2022-07-13,completed,campaign,,"7-day click or 1-day view",,,10,10,,-,-,-,0.02,0,2022-07-13,2022-07-13
"Miwani 1",35-44,female,2022-07-13,completed,campaign,,"7-day click or 1-day view",,,296,352,,-,-,-,0.04,2,2022-07-13,2022-07-13
"Miwani 1",65+,female,2022-07-13,completed,campaign,,"7-day click or 1-day view",,,129,129,,-,-,-,0.03,0,2022-07-13,2022-07-13
"Miwani 1",55-64,male,2022-07-13,completed,campaign,,"7-day click or 1-day view",,,360,392,,-,-,-,0.08,0,2022-07-13,2022-07-13
"Miwani 1",65+,male,2022-07-13,completed,campaign,,"7-day click or 1-day view",,,508,602,,-,-,-,0.16,0,2022-07-13,2022-07-13
"Miwani 1",13-17,female,2022-07-13,completed,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2022-07-13,2022-07-13
Mwanga,18-24,unknown,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,4,4,,-,-,-,0,0,2022-07-13,2022-07-13
Mwanga,13-17,female,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,4,4,,-,-,-,0,0,2022-07-13,2022-07-13
"Miwani 1",45-54,male,2022-07-13,completed,campaign,,"7-day click or 1-day view","Link clicks",1,715,715,0.09,-,-,-,0.09,3,2022-07-13,2022-07-13
Mwanga,55-64,male,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",1,93,97,0.04,-,-,-,0.04,1,2022-07-13,2022-07-13
Frame,45-54,unknown,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,8,8,,-,-,-,0,0,2022-07-13,2022-07-13
Mwanga,65+,female,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",1,58,59,0.01,-,-,-,0.01,1,2022-07-13,2022-07-13
Frame,55-64,male,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",1,408,472,0.09,-,-,-,0.09,1,2022-07-13,2022-07-13
Frame,18-24,female,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",14,3396,3485,0.06928571,-,-,-,0.97,30,2022-07-13,2022-07-13
Frame,65+,male,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",1,562,562,0.09,-,-,-,0.09,2,2022-07-13,2022-07-13
Frame,25-34,female,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",18,3820,3845,0.07388889,-,-,-,1.33,42,2022-07-13,2022-07-13
Frame,25-34,male,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",6,4204,4481,0.14333333,-,-,-,0.86,17,2022-07-13,2022-07-13
Frame,35-44,female,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",10,1426,1426,0.037,-,-,-,0.37,16,2022-07-13,2022-07-13
Frame,45-54,female,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",2,793,793,0.135,-,-,-,0.27,6,2022-07-13,2022-07-13
Frame,65+,female,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",1,580,587,0.08,-,-,-,0.08,3,2022-07-13,2022-07-13
Frame,18-24,male,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",6,3416,3500,0.09833333,-,-,-,0.59,15,2022-07-13,2022-07-13
Frame,35-44,male,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",4,2020,2020,0.0825,-,-,-,0.33,9,2022-07-13,2022-07-13
Frame,55-64,female,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",1,356,414,0.1,-,-,-,0.1,3,2022-07-13,2022-07-13
Frame,55-64,unknown,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0,0,2022-07-13,2022-07-13
"Miwani 1",18-24,male,2022-07-13,completed,campaign,,"7-day click or 1-day view","Link clicks",9,5056,5146,0.13555556,-,-,-,1.22,29,2022-07-13,2022-07-13
Frame,13-17,male,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,16,23,,-,-,-,0,0,2022-07-13,2022-07-13
Mwanga,35-44,male,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",4,335,342,0.035,-,-,-,0.14,12,2022-07-13,2022-07-13
Frame,18-24,unknown,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,35,35,,-,-,-,0,0,2022-07-13,2022-07-13
Mwanga,25-34,male,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",11,1076,1109,0.05181818,-,-,-,0.57,42,2022-07-13,2022-07-13
Mwanga,18-24,male,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",6,729,771,0.095,-,-,-,0.57,25,2022-07-13,2022-07-13
Mwanga,18-24,female,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",6,715,742,0.07666667,-,-,-,0.46,19,2022-07-13,2022-07-13
Mwanga,65+,male,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",1,117,120,0.1,-,-,-,0.1,3,2022-07-13,2022-07-13
Mwanga,25-34,female,2022-07-13,archived,campaign,,"7-day click or 1-day view","Link clicks",4,558,573,0.09,-,-,-,0.36,18,2022-07-13,2022-07-13
Frame,65+,unknown,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2022-07-13,2022-07-13
Frame,25-34,unknown,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,34,34,,-,-,-,0,0,2022-07-13,2022-07-13
Frame,13-17,female,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,6,6,,-,-,-,0.01,0,2022-07-13,2022-07-13
Frame,35-44,unknown,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,9,9,,-,-,-,0,0,2022-07-13,2022-07-13
Frame,45-54,male,2022-07-13,archived,campaign,,"7-day click or 1-day view",,,872,974,,-,-,-,0.15,3,2022-07-13,2022-07-13
"Miwani 1",65+,female,2022-07-12,completed,campaign,,"7-day click or 1-day view","Link clicks",1,152,196,0.03,-,-,-,0.03,1,2022-07-12,2022-07-12
"Miwani 1",25-34,female,2022-07-12,completed,campaign,,"7-day click or 1-day view","Link clicks",4,894,894,0.055,-,-,-,0.22,12,2022-07-12,2022-07-12
"Miwani 1",18-24,female,2022-07-12,completed,campaign,,"7-day click or 1-day view","Link clicks",1,1288,1340,0.3,-,-,-,0.3,6,2022-07-12,2022-07-12
Mwanga,45-54,unknown,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,0,1,,-,-,-,0,0,2022-07-12,2022-07-12
Mwanga,13-17,male,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,8,9,,-,-,-,0.01,2,2022-07-12,2022-07-12
Mwanga,65+,female,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,104,107,,-,-,-,0.05,0,2022-07-12,2022-07-12
Mwanga,55-64,female,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,84,86,,-,-,-,0.04,0,2022-07-12,2022-07-12
Mwanga,18-24,unknown,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,6,8,,-,-,-,0,1,2022-07-12,2022-07-12
Mwanga,35-44,unknown,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0.01,1,2022-07-12,2022-07-12
Mwanga,55-64,unknown,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2022-07-12,2022-07-12
Mwanga,25-34,unknown,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,8,9,,-,-,-,0.01,0,2022-07-12,2022-07-12
"Miwani 1",55-64,male,2022-07-12,completed,campaign,,"7-day click or 1-day view","Link clicks",3,576,594,0.03333333,-,-,-,0.1,5,2022-07-12,2022-07-12
"Miwani 1",35-44,unknown,2022-07-12,completed,campaign,,"7-day click or 1-day view",,,9,9,,-,-,-,0,0,2022-07-12,2022-07-12
"Miwani 1",25-34,male,2022-07-12,completed,campaign,,"7-day click or 1-day view","Link clicks",12,5844,6144,0.0875,-,-,-,1.05,49,2022-07-12,2022-07-12
"Miwani 1",18-24,male,2022-07-12,completed,campaign,,"7-day click or 1-day view","Link clicks",17,4565,4565,0.04294118,-,-,-,0.73,44,2022-07-12,2022-07-12
"Miwani 1",35-44,male,2022-07-12,completed,campaign,,"7-day click or 1-day view","Link clicks",3,2556,2701,0.13,-,-,-,0.39,4,2022-07-12,2022-07-12
"Miwani 1",55-64,female,2022-07-12,completed,campaign,,"7-day click or 1-day view","Link clicks",1,143,143,0.06,-,-,-,0.06,2,2022-07-12,2022-07-12
"Miwani 1",35-44,female,2022-07-12,completed,campaign,,"7-day click or 1-day view","Link clicks",1,389,389,0.07,-,-,-,0.07,2,2022-07-12,2022-07-12
"Miwani 1",45-54,unknown,2022-07-12,completed,campaign,,"7-day click or 1-day view",,,4,4,,-,-,-,0,0,2022-07-12,2022-07-12
Mwanga,45-54,female,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",4,140,149,0.015,-,-,-,0.06,9,2022-07-12,2022-07-12
"Miwani 1",65+,unknown,2022-07-12,completed,campaign,,"7-day click or 1-day view",,,4,8,,-,-,-,0.02,0,2022-07-12,2022-07-12
"Miwani 1",13-17,male,2022-07-12,completed,campaign,,"7-day click or 1-day view",,,16,16,,-,-,-,0,1,2022-07-12,2022-07-12
"Miwani 1",25-34,unknown,2022-07-12,completed,campaign,,"7-day click or 1-day view",,,16,22,,-,-,-,0.01,0,2022-07-12,2022-07-12
"Miwani 1",18-24,unknown,2022-07-12,completed,campaign,,"7-day click or 1-day view",,,24,24,,-,-,-,0.01,0,2022-07-12,2022-07-12
"Miwani 1",45-54,female,2022-07-12,completed,campaign,,"7-day click or 1-day view",,,204,271,,-,-,-,0.04,1,2022-07-12,2022-07-12
"Miwani 1",65+,male,2022-07-12,completed,campaign,,"7-day click or 1-day view",,,918,918,,-,-,-,0.16,2,2022-07-12,2022-07-12
"Miwani 1",13-17,female,2022-07-12,completed,campaign,,"7-day click or 1-day view",,,0,3,,-,-,-,0,0,2022-07-12,2022-07-12
Mwanga,13-17,female,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,2,5,,-,-,-,0,0,2022-07-12,2022-07-12
"Miwani 1",55-64,unknown,2022-07-12,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2022-07-12,2022-07-12
Mwanga,45-54,male,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",1,186,222,0.1,-,-,-,0.1,1,2022-07-12,2022-07-12
Frame,13-17,female,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,4,5,,-,-,-,0.01,0,2022-07-12,2022-07-12
Mwanga,65+,male,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",1,140,143,0.02,-,-,-,0.02,2,2022-07-12,2022-07-12
Frame,65+,male,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",2,634,634,0.115,-,-,-,0.23,4,2022-07-12,2022-07-12
Frame,35-44,male,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",3,1572,1696,0.13666667,-,-,-,0.41,9,2022-07-12,2022-07-12
Frame,55-64,female,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",5,260,317,0.026,-,-,-,0.13,9,2022-07-12,2022-07-12
Frame,25-34,female,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",11,2396,2576,0.08090909,-,-,-,0.89,33,2022-07-12,2022-07-12
Frame,18-24,male,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",9,2704,2856,0.07111111,-,-,-,0.64,22,2022-07-12,2022-07-12
Frame,45-54,female,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",3,524,524,0.02666667,-,-,-,0.08,4,2022-07-12,2022-07-12
Frame,25-34,male,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",9,4105,4105,0.14444444,-,-,-,1.3,28,2022-07-12,2022-07-12
Frame,18-24,female,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",8,2129,2129,0.0725,-,-,-,0.58,18,2022-07-12,2022-07-12
Frame,55-64,male,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",3,508,573,0.05,-,-,-,0.15,5,2022-07-12,2022-07-12
Frame,45-54,male,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",1,824,906,0.27,-,-,-,0.27,2,2022-07-12,2022-07-12
Frame,35-44,female,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",1,887,887,0.29,-,-,-,0.29,5,2022-07-12,2022-07-12
Frame,65+,female,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",1,433,433,0.17,-,-,-,0.17,5,2022-07-12,2022-07-12
"Miwani 1",45-54,male,2022-07-12,completed,campaign,,"7-day click or 1-day view","Link clicks",1,1340,1399,0.29,-,-,-,0.29,1,2022-07-12,2022-07-12
Frame,55-64,unknown,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0,0,2022-07-12,2022-07-12
Mwanga,18-24,male,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",7,1178,1259,0.08285714,-,-,-,0.58,28,2022-07-12,2022-07-12
Mwanga,55-64,male,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",3,112,119,0.01666667,-,-,-,0.05,5,2022-07-12,2022-07-12
Frame,35-44,unknown,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,4,5,,-,-,-,0,0,2022-07-12,2022-07-12
Mwanga,18-24,female,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",17,1392,1478,0.04823529,-,-,-,0.82,49,2022-07-12,2022-07-12
Mwanga,25-34,male,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",17,1450,1512,0.04705882,-,-,-,0.8,53,2022-07-12,2022-07-12
Mwanga,35-44,male,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",4,526,526,0.0325,-,-,-,0.13,9,2022-07-12,2022-07-12
Mwanga,25-34,female,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",10,1086,1095,0.062,-,-,-,0.62,48,2022-07-12,2022-07-12
Mwanga,35-44,female,2022-07-12,archived,campaign,,"7-day click or 1-day view","Link clicks",3,236,261,0.05666667,-,-,-,0.17,4,2022-07-12,2022-07-12
Frame,13-17,male,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,0,6,,-,-,-,0,0,2022-07-12,2022-07-12
Frame,65+,unknown,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,0,2,,-,-,-,0,0,2022-07-12,2022-07-12
Frame,45-54,unknown,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,14,14,,-,-,-,0,0,2022-07-12,2022-07-12
Frame,18-24,unknown,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,20,20,,-,-,-,0,1,2022-07-12,2022-07-12
Frame,25-34,unknown,2022-07-12,archived,campaign,,"7-day click or 1-day view",,,12,21,,-,-,-,0,0,2022-07-12,2022-07-12
"Miwani 1",13-17,male,2022-07-07,completed,campaign,,"7-day click or 1-day view",,,4,8,,-,-,-,0,0,2022-07-07,2022-07-07
"Miwani 1",18-24,male,2022-07-07,completed,campaign,,"7-day click or 1-day view","Link clicks",12,2364,2418,0.08166667,-,-,-,0.98,38,2022-07-07,2022-07-07
"Miwani 1",35-44,female,2022-07-07,completed,campaign,,"7-day click or 1-day view","Link clicks",2,128,140,0.015,-,-,-,0.03,3,2022-07-07,2022-07-07
"Miwani 1",18-24,female,2022-07-07,completed,campaign,,"7-day click or 1-day view","Link clicks",1,560,585,0.14,-,-,-,0.14,3,2022-07-07,2022-07-07
"Miwani 1",65+,female,2022-07-07,completed,campaign,,"7-day click or 1-day view","Link clicks",1,77,77,0.01,-,-,-,0.01,1,2022-07-07,2022-07-07
"Miwani 1",55-64,unknown,2022-07-07,completed,campaign,,"7-day click or 1-day view",,,2,4,,-,-,-,0,0,2022-07-07,2022-07-07
"Miwani 1",35-44,unknown,2022-07-07,completed,campaign,,"7-day click or 1-day view",,,6,6,,-,-,-,0.01,0,2022-07-07,2022-07-07
"Miwani 1",45-54,female,2022-07-07,completed,campaign,,"7-day click or 1-day view",,,78,78,,-,-,-,0,0,2022-07-07,2022-07-07
"Miwani 1",13-17,female,2022-07-07,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2022-07-07,2022-07-07
"Miwani 1",25-34,unknown,2022-07-07,completed,campaign,,"7-day click or 1-day view",,,11,11,,-,-,-,0,0,2022-07-07,2022-07-07
"Miwani 1",65+,unknown,2022-07-07,completed,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2022-07-07,2022-07-07
"Miwani 1",18-24,unknown,2022-07-07,completed,campaign,,"7-day click or 1-day view",,,19,19,,-,-,-,0,0,2022-07-07,2022-07-07
"Miwani 1",55-64,female,2022-07-07,completed,campaign,,"7-day click or 1-day view",,,45,45,,-,-,-,0.01,0,2022-07-07,2022-07-07
"Miwani 1",45-54,male,2022-07-07,completed,campaign,,"7-day click or 1-day view",,,272,309,,-,-,-,0.03,0,2022-07-07,2022-07-07
"Miwani 1",25-34,male,2022-07-07,completed,campaign,,"7-day click or 1-day view","Link clicks",6,1753,1753,0.13833333,-,-,-,0.83,38,2022-07-07,2022-07-07
"Miwani 1",55-64,male,2022-07-07,completed,campaign,,"7-day click or 1-day view",,,180,188,,-,-,-,0.11,1,2022-07-07,2022-07-07
"Miwani 1",25-34,female,2022-07-07,completed,campaign,,"7-day click or 1-day view",,,306,323,,-,-,-,0.13,2,2022-07-07,2022-07-07
"Miwani 1",45-54,unknown,2022-07-07,completed,campaign,,"7-day click or 1-day view",,,0,5,,-,-,-,0,0,2022-07-07,2022-07-07
"Miwani 1",65+,male,2022-07-07,completed,campaign,,"7-day click or 1-day view","Link clicks",2,291,291,0.045,-,-,-,0.09,4,2022-07-07,2022-07-07
"Miwani 1",35-44,male,2022-07-07,completed,campaign,,"7-day click or 1-day view","Link clicks",1,514,544,0.11,-,-,-,0.11,6,2022-07-07,2022-07-07
Mwanga,55-64,female,2022-07-07,archived,campaign,,"7-day click or 1-day view",,,58,60,,-,-,-,0.06,0,2022-07-07,2022-07-07
Mwanga,45-54,male,2022-07-07,archived,campaign,,"7-day click or 1-day view","Link clicks",1,258,268,0.12,-,-,-,0.12,2,2022-07-07,2022-07-07
Mwanga,65+,female,2022-07-07,archived,campaign,,"7-day click or 1-day view",,,81,83,,-,-,-,0.01,0,2022-07-07,2022-07-07
Mwanga,35-44,male,2022-07-07,archived,campaign,,"7-day click or 1-day view","Link clicks",3,455,463,0.06333333,-,-,-,0.19,8,2022-07-07,2022-07-07
Mwanga,25-34,male,2022-07-07,archived,campaign,,"7-day click or 1-day view","Link clicks",11,969,999,0.04454545,-,-,-,0.49,43,2022-07-07,2022-07-07
Mwanga,18-24,female,2022-07-07,archived,campaign,,"7-day click or 1-day view","Link clicks",10,817,868,0.055,-,-,-,0.55,28,2022-07-07,2022-07-07
Mwanga,18-24,male,2022-07-07,archived,campaign,,"7-day click or 1-day view","Link clicks",12,917,953,0.03666667,-,-,-,0.44,29,2022-07-07,2022-07-07
Mwanga,25-34,female,2022-07-07,archived,campaign,,"7-day click or 1-day view","Link clicks",7,576,612,0.05857143,-,-,-,0.41,32,2022-07-07,2022-07-07
Mwanga,35-44,female,2022-07-07,archived,campaign,,"7-day click or 1-day view","Link clicks",1,146,153,0.05,-,-,-,0.05,2,2022-07-07,2022-07-07
Mwanga,18-24,unknown,2022-07-07,archived,campaign,,"7-day click or 1-day view",,,10,10,,-,-,-,0,0,2022-07-07,2022-07-07
Mwanga,65+,male,2022-07-07,archived,campaign,,"7-day click or 1-day view","Link clicks",1,155,159,0.06,-,-,-,0.06,2,2022-07-07,2022-07-07
Mwanga,35-44,unknown,2022-07-07,archived,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2022-07-07,2022-07-07
Mwanga,25-34,unknown,2022-07-07,archived,campaign,,"7-day click or 1-day view",,,7,7,,-,-,-,0,0,2022-07-07,2022-07-07
Mwanga,45-54,unknown,2022-07-07,archived,campaign,,"7-day click or 1-day view",,,3,3,,-,-,-,0,0,2022-07-07,2022-07-07
Mwanga,13-17,female,2022-07-07,archived,campaign,,"7-day click or 1-day view",,,4,4,,-,-,-,0,0,2022-07-07,2022-07-07
Mwanga,13-17,male,2022-07-07,archived,campaign,,"7-day click or 1-day view",,,5,5,,-,-,-,0,0,2022-07-07,2022-07-07
Mwanga,45-54,female,2022-07-07,archived,campaign,,"7-day click or 1-day view",,,100,106,,-,-,-,0.09,2,2022-07-07,2022-07-07
Mwanga,55-64,male,2022-07-07,archived,campaign,,"7-day click or 1-day view",,,132,137,,-,-,-,0.04,0,2022-07-07,2022-07-07
Mwanga,55-64,unknown,2022-07-07,archived,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0,0,2022-07-07,2022-07-07
"Miwani 1",65+,unknown,2022-07-06,completed,campaign,,"7-day click or 1-day view",,,1,1,,-,-,-,0,0,2022-07-06,2022-07-06
"Miwani 1",13-17,male,2022-07-06,completed,campaign,,"7-day click or 1-day view",,,8,10,,-,-,-,0.01,0,2022-07-06,2022-07-06
"Miwani 1",18-24,female,2022-07-06,completed,campaign,,"7-day click or 1-day view","Link clicks",8,972,989,0.05625,-,-,-,0.45,20,2022-07-06,2022-07-06
"Miwani 1",45-54,unknown,2022-07-06,completed,campaign,,"7-day click or 1-day view",,,2,3,,-,-,-,0,0,2022-07-06,2022-07-06
"Miwani 1",35-44,male,2022-07-06,completed,campaign,,"7-day click or 1-day view","Link clicks",1,406,406,0.15,-,-,-,0.15,5,2022-07-06,2022-07-06
"Miwani 1",18-24,male,2022-07-06,completed,campaign,,"7-day click or 1-day view","Link clicks",25,2820,2969,0.0544,-,-,-,1.36,69,2022-07-06,2022-07-06
"Miwani 1",13-17,female,2022-07-06,completed,campaign,,"7-day click or 1-day view",,,2,2,,-,-,-,0,1,2022-07-06,2022-07-06
"Miwani 1",35-44,unknown,2022-07-06,completed,campaign,,"7-day click or 1-day view",,,2,5,,-,-,-,0,0,2022-07-06,2022-07-06
"Miwani 1",65+,female,2022-07-06,completed,campaign,,"7-day click or 1-day view",,,62,62,,-,-,-,0.03,0,2022-07-06,2022-07-06
"Miwani 1",18-24,unknown,2022-07-06,completed,campaign,,"7-day click or 1-day view",,,22,24,,-,-,-,0.01,1,2022-07-06,2022-07-06
"Miwani 1",25-34,unknown,2022-07-06,completed,campaign,,"7-day click or 1-day view",,,6,7,,-,-,-,0,0,2022-07-06,2022-07-06
